Departamento:,Provincia:,Municipio:,Ciudad/localidad:,Distrito:,Distrito municipal:,DM Otro:,UV:,Barrio:,Institución:,Otro:,Fecha:,Turno:,Técnico 1:,Técnico 2:,Supervisor:,_id,_uuid,_submission_time,_index
Santa Cruz,Andrés Ibañez,Santa Cruz de la Sierra,Santa Cruz,,DM 5,,71A,Melchor pinto,Municipio,,2023-02-12 00:00:00,Mañana,,,,218729245,cd2a0735-dd82-41a4-bb02-f74610e08fad,2023-02-12 14:25:58,278
Santa Cruz,Andrés Ibañez,Santa Cruz de la Sierra,Santa Cruz,,DM 7,,,3 Lagunas,Municipio,,2023-02-12 00:00:00,,,,ROMINA ESCALANTE,218729272,0a774bc0-dcb4-4b93-8886-ff39268e862e,2023-02-12 14:26:06,279
Santa Cruz,Andrés Ibañez,Santa Cruz de la Sierra,Santa Cruz,,DM 7,,,Sanitario sur,Municipio,,2023-02-12 00:00:00,Mañana,Mariely Pedraza,Mariela Ribera,,218729311,630320e8-93bc-46ad-bb98-65d2f088bdc5,2023-02-12 14:26:22,280
Santa Cruz,Andrés Ibañez,Santa Cruz de la Sierra,Santa Cruz,6,DM 6,,153,Juan Carlos verlardes,Municipio,,2023-02-12 00:00:00,Mañana,Karen duri,,,218729316,66a999de-5578-4515-b00f-6b003d492bca,2023-02-12 14:26:23,281
Santa Cruz,Andrés Ibañez,Santa Cruz de la Sierra,Santa Cruz,7,DM 7,,100,Banser,Municipio,,2023-02-12 00:00:00,Mañana,,María Fernanda Mamani,Mercedes,218729333,ef31c252-35e5-4514-a952-fadcd09d6d31,2023-02-12 14:26:29,282
Santa Cruz,Andrés Ibañez,Santa Cruz de la Sierra,Santa Cruz,,,,2,Jenerechu,Municipio,,2023-02-12 00:00:00,Mañana,María Rosa,María Ruth,Lourdes montaño,218729335,2be4ae46-7276-452b-bb50-2e463d96dacd,2023-02-12 14:26:29,283
Santa Cruz,Andrés Ibañez,Santa Cruz de la Sierra,Santa Cruz,,DM 7,,85,Monterrey,SEDES,,2023-02-12 00:00:00,Mañana,,,,218729338,c327b876-fa57-4bee-9965-363402ad549d,2023-02-12 14:26:30,284
Santa Cruz,Andrés Ibañez,Santa Cruz de la Sierra,Santa Cruz,,DM 7,,,3 lagunas,Municipio,,2023-02-12 00:00:00,Mañana,,,Dra Romina escalante,218729360,a23e1e9f-6b5f-4f1c-a00e-6077df600f0a,2023-02-12 14:26:41,285
Santa Cruz,Andrés Ibañez,Santa Cruz de la Sierra,Santa Cruz,,DM 5,,,,Municipio,,2023-02-12 00:00:00,,,,,218729363,a28f31f8-783b-4986-84a6-87617e88d715,2023-02-12 14:26:43,286
Santa Cruz,Andrés Ibañez,Santa Cruz de la Sierra,Santa Cruz,,DM 7,,99,16 de julio,Municipio,,2023-02-12 00:00:00,Mañana,Gary Nuñez,,,218729364,d29fe31e-71ef-4e04-bd53-7953f29e29ae,2023-02-12 14:26:44,287
Santa Cruz,Andrés Ibañez,Santa Cruz de la Sierra,Santa Cruz,,DM 7,,84-87,18 de marzo,Municipio,,2023-02-12 00:00:00,Mañana,,,,218729366,d3a4796c-5b0a-41bd-84dc-0f054de00126,2023-02-12 14:26:44,288
Santa Cruz,Andrés Ibañez,Santa Cruz de la Sierra,Santa Cruz,7,DM 7,,100,Banzer,SEDES,,2023-02-12 00:00:00,Mañana,Fabiola picha,Saledad Quispe,Mercedes Miranda,218729368,80fa7cd7-7928-4d45-9e56-7434e6462174,2023-02-12 14:26:45,289
Santa Cruz,Andrés Ibañez,Santa Cruz de la Sierra,Santa Cruz,5,DM 5,,79,San silvestre,Municipio,,2023-02-12 00:00:00,Mañana,1,,,218729370,05a0638a-c29f-4b90-8b96-0d1b98da11a2,2023-02-12 14:26:46,290
Santa Cruz,Andrés Ibañez,Santa Cruz de la Sierra,Santa Cruz,,DM 6,,153,España,Municipio,,2023-02-12 00:00:00,,Karen duri,,,218729372,e9da17ac-c668-4469-999f-3acc6a87b88c,2023-02-12 14:26:47,291
Santa Cruz,Andrés Ibañez,Santa Cruz de la Sierra,Santa Cruz,7,DM 7,,,Monterrey,Municipio,,2023-02-12 00:00:00,Mañana,,,Dra. Camacho dr. Flores,218729399,7481659d-193a-44b1-a780-2516cc36858c,2023-02-12 14:26:59,292
Santa Cruz,Andrés Ibañez,Santa Cruz de la Sierra,Santa Cruz,5,DM 5,,72,Los tusequis,Municipio,,2023-02-12 00:00:00,Mañana,Victoria López,Nelson Choque,Juan Carlos Janko,218729473,4b95610a-4976-453a-a4a6-880d396ae518,2023-02-12 14:27:44,293
Santa Cruz,Andrés Ibañez,Santa Cruz de la Sierra,Santa Cruz,,DM 6,,,Venezuela,SEDES,,2023-02-12 00:00:00,Mañana,Sandy Irene Gutiérrez Huanca,Nabor silez,Karen duri,218729476,0f14fbe3-9c97-4371-a6f7-8a992fd2aff2,2023-02-12 14:27:45,294
Santa Cruz,Andrés Ibañez,Santa Cruz de la Sierra,Santa Cruz,,DM 5,,,,Municipio,,2023-02-12 00:00:00,mañana,victoria lopez,dr felix choque,dr juan Carlos janco,218729483,0ec4aa30-24dc-491e-82a6-9e69e14d4678,2023-02-12 14:27:48,295
Santa Cruz,Andrés Ibañez,Santa Cruz de la Sierra,Santa Cruz,,DM 7,,89,Sucre,SEDES,,2023-02-12 00:00:00,Mañana,,,,218729504,34f61532-4f82-4618-955a-8e7b2505c7f1,2023-02-12 14:28:00,296
Santa Cruz,Andrés Ibañez,Santa Cruz de la Sierra,Santa Cruz,,DM 5,,,,Municipio,,2023-02-12 00:00:00,Mañana,Victoria lopez,,Dr. Janco Dr. Nelson,218729573,1e7f45be-815f-42ba-a663-a4e44b728382,2023-02-12 14:28:16,297
Santa Cruz,Andrés Ibañez,Santa Cruz de la Sierra,Santa Cruz,7,DM 7,,,24 de julio,Municipio,,2023-02-12 00:00:00,Mañana,,,Doctor Flores Doctora Camacho,218729574,8d802330-0729-42cb-9e0d-c02ccf72551e,2023-02-12 14:28:16,298
Santa Cruz,Andrés Ibañez,Santa Cruz de la Sierra,Santa Cruz,,DM 7,,99,16 de julio,Municipio,,2023-02-12 00:00:00,Mañana,Gary Nuñez,,,218729586,ee22cad8-dc2b-4cfc-8767-bde87e5fbfc6,2023-02-12 14:28:18,299
Santa Cruz,Andrés Ibañez,Santa Cruz de la Sierra,Santa Cruz,,DM 6,,,Rivero oeste,SEDES,,2023-02-12 00:00:00,Mañana,Liseth Rojas,Yudith Velázquez,Karen Duri,218729603,4ee96dce-e3ff-4f7c-b76d-08bf046549d0,2023-02-12 14:28:24,300
Santa Cruz,Andrés Ibañez,Santa Cruz de la Sierra,Santa Cruz,,DM 7,,,,Municipio,,2023-02-12 00:00:00,Mañana,,,Dr Romina Escalenta,218729613,0245e8fd-ab25-4e1b-8bc6-b2336f8c45b5,2023-02-12 14:28:26,301
Santa Cruz,Andrés Ibañez,Santa Cruz de la Sierra,Santa Cruz,5,DM 5,,79,San silvestre,Municipio,,2023-02-12 00:00:00,Mañana,1,,,218729623,122143f3-2c99-4ef2-9650-dd009a534972,2023-02-12 14:28:29,302
Santa Cruz,Andrés Ibañez,Santa Cruz de la Sierra,Santa Cruz,6,DM 6,,153,Juan Carlos verlardes,Municipio,,2023-02-12 00:00:00,Mañana,,,,218729629,911788db-aff1-4d02-86c7-d2ebf0f724ed,2023-02-12 14:28:33,303
Santa Cruz,Andrés Ibañez,Santa Cruz de la Sierra,Santa Cruz,,DM 5,,,,Municipio,,2023-02-12 00:00:00,Mañana,Victoria Lopez,,Dr Juan Carlos Janco Dr Felix Choque,218729647,a1f5b9b4-3e7e-4eee-8c97-2d42dd39812c,2023-02-12 14:28:44,304
Santa Cruz,Andrés Ibañez,Santa Cruz de la Sierra,Santa Cruz,Distrito 7,DM 7,,81,Metropolitano sanitario sur,Municipio,,2023-02-12 00:00:00,,,,,218729675,c01f06f1-88ed-4e40-ab9b-29fb847daae8,2023-02-12 14:28:58,305
Santa Cruz,Andrés Ibañez,Santa Cruz de la Sierra,Santa Cruz,,DM 7,,89,Sucre,SEDES,,2023-02-12 00:00:00,Mañana,,,,218729679,7cbe05e5-e593-4a28-9477-b42c5a77836a,2023-02-12 14:28:59,306
Santa Cruz,Andrés Ibañez,Santa Cruz de la Sierra,Santa Cruz,,DM 7,,99,16 de julio,Municipio,,2023-02-12 00:00:00,Mañana,Gary Nuñez,,,218729682,c60a3a6c-ade1-4449-a89b-622633b32931,2023-02-12 14:29:00,307
Santa Cruz,Andrés Ibañez,Santa Cruz de la Sierra,Santa Cruz,7,DM 7,,100,Espinalito,Municipio,,2023-02-12 00:00:00,Mañana,Nelsy gutierrez,Gladys ticona,Doctora isabela vallejos,218729698,5b7bcdae-e93e-4e1e-b32b-ddeba13166f7,2023-02-12 14:29:07,308
Santa Cruz,Andrés Ibañez,Santa Cruz de la Sierra,Santa Cruz,,DM 7,,99,16 de julio,Municipio,,2023-02-12 00:00:00,Mañana,Gary Nuñez,,,218729730,30de4c84-aebf-4a69-b94a-f3ec429e1f9b,2023-02-12 14:29:30,309
Santa Cruz,Andrés Ibañez,Santa Cruz de la Sierra,Santa Cruz,Distrito 7,DM 7,,84_87,18 de marzo,Municipio,,2023-02-12 00:00:00,Mañana,,,,218729745,da09b2cf-324b-4aa8-8b07-aec66fdaf8af,2023-02-12 14:29:38,310
Santa Cruz,Andrés Ibañez,Santa Cruz de la Sierra,Santa Cruz,,DM 7,,,15 de agosto,Municipio,,2023-02-12 00:00:00,,,,,218729773,8a3bf688-02a0-4ba7-9053-5593ade6c3a4,2023-02-12 14:29:45,311
Santa Cruz,Andrés Ibañez,Santa Cruz de la Sierra,Santa Cruz,7,DM 7,,100,Bannzee,Municipio,,2023-02-12 00:00:00,Mañana,,María Fernanda,Mercedes,218729780,bd5f36c5-b233-41e2-a93c-8c5011b86a7a,2023-02-12 14:29:49,312
Santa Cruz,Andrés Ibañez,Santa Cruz de la Sierra,Santa Cruz,6,DM 6,,,,Municipio,,2023-02-12 00:00:00,Mañana,Karen Calizaya,Henry Soliz,Karen Duri,218729788,6d01edc0-55e8-45a0-bc73-46c39bd0b3f9,2023-02-12 14:29:55,313
Santa Cruz,Andrés Ibañez,Santa Cruz de la Sierra,Santa Cruz,,DM 7,,84_87,Metropolitano,Municipio,,2023-02-12 00:00:00,,,,,218729790,53f20f2e-889e-45f3-a3b1-7ff66969fe1f,2023-02-12 14:29:57,314
Santa Cruz,Andrés Ibañez,Santa Cruz de la Sierra,Santa Cruz,,DM 5,,,Florida,Municipio,,2023-02-12 00:00:00,Mañana,,,,218729793,d1ccc849-1973-442e-b3a9-44ad8dac4f72,2023-02-12 14:30:00,315
Santa Cruz,Andrés Ibañez,Santa Cruz de la Sierra,Santa Cruz,,DM 7,,,3 lagunas,Municipio,,2023-02-12 00:00:00,,,,,218729796,7ad6b201-e54c-4592-b8c7-a28c770d453c,2023-02-12 14:30:05,316
Santa Cruz,Andrés Ibañez,Santa Cruz de la Sierra,Santa Cruz,,DM 7,,99,16 de julio,Municipio,,2023-02-12 00:00:00,Mañana,Gary Nuñez,,,218729799,ee3d504b-0aae-492d-ad6c-ec831b1dfbac,2023-02-12 14:30:09,317
Santa Cruz,Andrés Ibañez,Santa Cruz de la Sierra,Santa Cruz,,DM 6,,153,España,Municipio,,2023-02-12 00:00:00,,Karen duri,,,218729806,32c4d310-b618-485d-84e7-5f0c25b75e42,2023-02-12 14:30:20,318
Santa Cruz,Andrés Ibañez,Santa Cruz de la Sierra,Santa Cruz,,DM 5,,,"San jorge,calle aral",Municipio,,2023-02-12 00:00:00,Mañana,Magaly espinoza,Natividad,Mara valedes,218729807,6e36d4d4-8007-4fd4-8825-05f9d29cd26a,2023-02-12 14:30:24,319
Santa Cruz,Andrés Ibañez,Santa Cruz de la Sierra,Santa Cruz,5,DM 5,,,,Municipio,,2023-02-12 00:00:00,Mañana,Marcelo miranda,,Juan cruz,218729809,610207db-079a-4e4b-b784-7331bbf6bda0,2023-02-12 14:30:25,320
Santa Cruz,Andrés Ibañez,Santa Cruz de la Sierra,Santa Cruz,,DM 5,,,,Municipio,,2023-02-12 00:00:00,Mañana,,,Juan cruz,218729813,788a69f0-903d-43f0-b3d0-42792f5887c8,2023-02-12 14:30:28,321
Santa Cruz,Andrés Ibañez,Santa Cruz de la Sierra,Santa Cruz,6,DM 6,,153,España,Municipio,,2023-02-12 00:00:00,Karen Duri,,,,218729815,8264e1a1-ffdf-4d1a-969d-8eb49928f946,2023-02-12 14:30:28,322
Santa Cruz,Andrés Ibañez,Santa Cruz de la Sierra,Santa Cruz,7,DM 7,,100,Banzer,Municipio,,2023-02-12 00:00:00,Mañana,Emily Gutierrez,Vania Rodríguez,Dra Isabel Vallejos,218729825,e00532a5-aec5-4f44-b9d4-b35a101d8b5f,2023-02-12 14:30:35,323
Santa Cruz,Andrés Ibañez,Santa Cruz de la Sierra,Santa Cruz,5,DM 5,,,,Municipio,,2023-02-12 00:00:00,Mañana,,,,218729827,899c6d26-bb6a-4d7a-a1d2-e5a85b52d5e2,2023-02-12 14:30:36,324
Santa Cruz,Andrés Ibañez,Santa Cruz de la Sierra,Santa Cruz,,DM 5,,,,Municipio,,2023-02-12 00:00:00,Mañna,Victoria,,Dr Nelson  Dr janco,218729842,4d4792f3-2a2a-4ddc-aa39-34bf980e9062,2023-02-12 14:30:45,325
Santa Cruz,Andrés Ibañez,Santa Cruz de la Sierra,Santa Cruz,7,DM 7,,100,Banzer,SEDES,,2023-02-12 00:00:00,Mañana,Gleisy Ferreira,Vanessa Aruata,Izabel Vallejos,218729864,664aafbd-6a24-49a2-809c-f675efe13e46,2023-02-12 14:30:53,326
Santa Cruz,Andrés Ibañez,Santa Cruz de la Sierra,Santa Cruz,6,DM 6,,153,Juan Carlos velardes,Municipio,,2023-02-12 00:00:00,Mañana,Karen duri,,,218729867,683d44d0-ca1e-4b88-9701-c78bb4a13b52,2023-02-12 14:30:54,327
Santa Cruz,Andrés Ibañez,Santa Cruz de la Sierra,Santa Cruz,,DM 7,,99,16 de julio,Municipio,,2023-02-12 00:00:00,Mañana,Gary Nuñez,,,218729870,bd8344a8-3e41-4414-97be-c242dd7cc91f,2023-02-12 14:30:56,328
Santa Cruz,Andrés Ibañez,Santa Cruz de la Sierra,Santa Cruz,,DM 6,,141,Mariscal Santa cruz,Municipio,,2023-02-12 00:00:00,Mañana,,,,218729885,235cb787-e97b-4afa-9568-66bb6b457add,2023-02-12 14:31:03,329
Santa Cruz,Andrés Ibañez,Santa Cruz de la Sierra,Santa Cruz,5,DM 5,,334,El remanso,Municipio,,2023-02-12 00:00:00,Mañana,Rosicela Mamani laura,Iver Aro Ascuy,Ana Cruz,218729886,987c5a98-f292-4754-8177-1aaa5acb02e1,2023-02-12 14:31:04,330
Santa Cruz,Andrés Ibañez,Santa Cruz de la Sierra,Santa Cruz,,DM 5,,73,Urbanización San jorge,Municipio,,2023-02-12 00:00:00,Mañana,Yhenny vargas,Gessica paiva,,218729908,3024a283-a23b-412a-bf03-76fe4ee06fdd,2023-02-12 14:31:09,331
Santa Cruz,Andrés Ibañez,Santa Cruz de la Sierra,Santa Cruz,5,DM 5,,72,Los tusequis,Municipio,,2023-02-12 00:00:00,Mañana,Victoria López,Nelson Choque,Juan Carlos Janko,218729917,0b366f95-2c86-4207-976a-91f3f0b859f9,2023-02-12 14:31:11,332
Santa Cruz,Andrés Ibañez,Santa Cruz de la Sierra,Santa Cruz,,DM 6,,153,Juan Carlos velardes,Municipio,,2023-02-12 00:00:00,Mañana,Karen duri,,,218729924,2d5eb5b3-b9d5-4ad6-b400-a6374fec00c1,2023-02-12 14:31:13,333
Santa Cruz,Andrés Ibañez,Santa Cruz de la Sierra,Santa Cruz,,,,,San Jorge,Municipio,,2023-02-12 00:00:00,Mañana,Jhaly Soliz,Nicole Sanchez,Supervisores  Dra. Georgeli Fernandez  Dra. Lurdes montaño Tecnico Lic.  yovana florez mendoza,218729937,61814d1a-ec81-436b-9484-820bf1dbed58,2023-02-12 14:31:17,334
Santa Cruz,Andrés Ibañez,Santa Cruz de la Sierra,Santa Cruz,,DM 5,,,,Municipio,,2023-02-12 00:00:00,Mañana,Victoria Lopez,,Dr Juan Carlos Janco Dr Felix Choque,218729945,2123311d-6d3c-4e0e-8222-c1628fdc461e,2023-02-12 14:31:20,335
Santa Cruz,Andrés Ibañez,Santa Cruz de la Sierra,Santa Cruz,7,DM 7,,,Monterrey,Municipio,,2023-02-12 00:00:00,Mañana,,,Dra. Camacho dr. Flores,218729962,2a5c2067-0665-4743-ba2d-53627fbaca00,2023-02-12 14:31:29,336
Santa Cruz,Andrés Ibañez,Santa Cruz de la Sierra,Santa Cruz,,DM 7,,,,Municipio,,2023-02-12 00:00:00,Mañana,,,Dr Romina,218729964,d1ec45d0-32bd-4273-a1e4-7a2eed42c2ce,2023-02-12 14:31:31,337
Santa Cruz,Andrés Ibañez,Santa Cruz de la Sierra,Santa Cruz,,DM 5,,,Nueva esperanza,Municipio,,2023-02-12 00:00:00,Mañana,,,,218729979,9ea45628-7668-4233-94b3-022f8ae77221,2023-02-12 14:31:41,338
Santa Cruz,Andrés Ibañez,Santa Cruz de la Sierra,Santa Cruz,,DM 7,,,3 lagunas,Municipio,,2023-02-12 00:00:00,,,,Romina escalante,218729985,159baf27-7d44-47c1-906d-8ed28008b111,2023-02-12 14:31:44,339
Santa Cruz,Andrés Ibañez,Santa Cruz de la Sierra,Santa Cruz,,DM 7,,99,16 de julio,Municipio,,2023-02-12 00:00:00,Mañana,Gary Nuñez,,,218729991,893cf580-1a13-4fdb-b0c1-62eb90be7e75,2023-02-12 14:31:46,340
Santa Cruz,Andrés Ibañez,Santa Cruz de la Sierra,Santa Cruz,,DM 7,,85,Monterrey,SEDES,,2023-02-12 00:00:00,Mañana,,,Dra Camacho y Dr flores,218730002,075f3947-4654-43a8-bf4f-5b2589380f01,2023-02-12 14:31:49,341
Santa Cruz,Andrés Ibañez,Santa Cruz de la Sierra,Santa Cruz,DM7,DM 7,,85,Carlos moyaño,Municipio,,2023-02-12 00:00:00,,,,,218730005,74d77344-62c6-46b4-9bfa-85e9a86a3e7f,2023-02-12 14:31:55,342
Santa Cruz,Andrés Ibañez,Santa Cruz de la Sierra,Santa Cruz,,DM 6,,153,España,Municipio,,2023-02-12 00:00:00,,Karen duri,,,218730014,8c9ccf7e-c0c5-4d3f-99d5-1356ab6be699,2023-02-12 14:32:02,343
Santa Cruz,Andrés Ibañez,Santa Cruz de la Sierra,Santa Cruz,,DM 5,,334,Remanso 1,Municipio,,2023-02-12 00:00:00,Mañana,,Dory Figueroa  . Reyna,Ana cruz,218730017,ba265d89-2c7c-4d44-a5dc-d067e5478514,2023-02-12 14:32:05,344
Santa Cruz,Andrés Ibañez,Santa Cruz de la Sierra,Santa Cruz,7,DM 7,,100,Barrio Banzer,Municipio,,2023-02-12 00:00:00,Mañana,Vaina Rodriguez,Emili gutierrez,dra Isabel vallejos,218730022,2839b89b-fb3e-4507-a355-3d2b77228a6e,2023-02-12 14:32:12,345
Santa Cruz,Andrés Ibañez,Santa Cruz de la Sierra,Santa Cruz,5,DM 5,,79,San silvestre,Municipio,,2023-02-12 00:00:00,Mañana,1,,1,218730023,ede97c95-d890-4c79-ac7d-acb00acf052c,2023-02-12 14:32:12,346
Santa Cruz,Andrés Ibañez,Santa Cruz de la Sierra,Santa Cruz,,DM 5,,,,Municipio,,2023-02-12 00:00:00,Mañana,Victoria lopez,,Dr Juan Carlos janco Dr felix choque,218730028,3c5fda2d-38bb-4f4c-9cd9-4d7427298df0,2023-02-12 14:32:17,347
Santa Cruz,Andrés Ibañez,Santa Cruz de la Sierra,Santa Cruz,7,DM 7,,48,San jorge,Municipio,,2023-02-12 00:00:00,Mañana,Mirian rodrigues,Maria claudia medina paz,Mariela alvis,218730029,a1937b27-feae-45ba-9cf9-e0f2104ff9e2,2023-02-12 14:32:18,348
Santa Cruz,Andrés Ibañez,Santa Cruz de la Sierra,Santa Cruz,,DM 7,,99,16 de julio,Municipio,,2023-02-12 00:00:00,Mañana,Gary Nuñez,,,218730031,bbe9472a-1b16-47c6-9dab-04e9c9c8af81,2023-02-12 14:32:20,349
Santa Cruz,Andrés Ibañez,Santa Cruz de la Sierra,Santa Cruz,7,,,,Monterrey,Municipio,,2023-02-12 00:00:00,,,,,218730035,13a04872-060a-48d9-a13e-26ef3070f798,2023-02-12 14:32:28,350
Santa Cruz,Andrés Ibañez,Santa Cruz de la Sierra,Santa Cruz,7,DM 7,,100,Espinalito,Municipio,,2023-02-12 00:00:00,Mañana,Nelzy gutierrez,Gladys ticona,Doctora isabela vallejos,218730038,95e5cbd8-f87c-4ae6-aa40-7324623938ec,2023-02-12 14:32:30,351
Santa Cruz,Andrés Ibañez,Santa Cruz de la Sierra,Santa Cruz,,DM 5,,,,Municipio,,2023-02-12 00:00:00,Mañana,María Ruth,María Rosa,Lourdes montaño,218730045,10ae4104-5e6c-4915-96fc-4da0c6043d4e,2023-02-12 14:32:40,352
Santa Cruz,Andrés Ibañez,Santa Cruz de la Sierra,Santa Cruz,,DM 6,,,,Municipio,,2023-02-12 00:00:00,Mañana,Kely ortiz,Karen duri,Karen duri,218730058,9a51949e-637f-48c3-81c1-b07ce308f650,2023-02-12 14:32:55,353
Santa Cruz,Andrés Ibañez,Santa Cruz de la Sierra,Santa Cruz,,,,,,Municipio,,2023-02-12 00:00:00,Mañana,Marcelo Miranda,,Juan cruz,218730061,1d2b14a6-751d-4d15-bad9-bd69b41fdb31,2023-02-12 14:32:58,354
Santa Cruz,Andrés Ibañez,Santa Cruz de la Sierra,Santa Cruz,,DM 5,,,,Municipio,,2023-02-12 00:00:00,Mañana,Victoria Lopez,,Dr Juan Carlos Janco Dr Felix Choque,218730102,7e6458e3-ce1b-4296-b727-b89a4b793db1,2023-02-12 14:33:19,355
Santa Cruz,Andrés Ibañez,Santa Cruz de la Sierra,Santa Cruz,,DM 5,,,,Municipio,,2023-02-12 00:00:00,Mañana,Victoria lopez,,Dr. Janco . Dr  nelson,218730103,b7ede46c-46b6-41af-89d3-e2ac76fe654f,2023-02-12 14:33:20,356
Santa Cruz,Andrés Ibañez,Santa Cruz de la Sierra,Santa Cruz,,DM 7,,,,Municipio,,2023-02-12 00:00:00,Mañana,,Edmundo,,218730112,1537339f-76e6-42cc-8351-60c2d96aced4,2023-02-12 14:33:25,357
Santa Cruz,Andrés Ibañez,Santa Cruz de la Sierra,Santa Cruz,7,DM 7,,100,Banser,Municipio,,2023-02-12 00:00:00,Mañana,,María Fernanda Mamani,Mercedes,218730118,40a8d972-bc35-4a41-b803-8689265387d6,2023-02-12 14:33:30,358
Santa Cruz,Andrés Ibañez,Santa Cruz de la Sierra,Santa Cruz,,DM 7,,,3 lagunas,Municipio,,2023-02-12 00:00:00,,,,Romina Escalante,218730139,9871841d-41da-4a78-ae30-0e9397129c74,2023-02-12 14:33:45,359
Santa Cruz,Andrés Ibañez,Santa Cruz de la Sierra,Santa Cruz,7,DM 7,,,Monterrey,Municipio,,2023-02-12 00:00:00,,,,Dra.,218730143,e49c386d-8c09-4f9b-a13a-6d621962c0e8,2023-02-12 14:33:48,360
Santa Cruz,Andrés Ibañez,Santa Cruz de la Sierra,Santa Cruz,7,DM 7,,94 Mz 20,3 lagunas,Municipio,,2023-02-12 00:00:00,Mañana,,,Dra Romina Escalante,218730151,635e1eaf-c32d-4895-941c-407c622a2d66,2023-02-12 14:33:53,361
Santa Cruz,Andrés Ibañez,Santa Cruz de la Sierra,Santa Cruz,6,DM 6,,,,SEDES,,2023-02-12 00:00:00,Mañana,Liseth Rojas,Yudith Velázquez,Karen Duri,218730157,26aace60-fcf5-4eb6-8078-b5f7422dfc70,2023-02-12 14:33:55,362
Santa Cruz,Andrés Ibañez,Santa Cruz de la Sierra,Santa Cruz,72,DM 5,,72,Los tusequis,Municipio,,2023-02-12 00:00:00,Mañana,Victoria López,Nelson Félix Choque,Juan Carlos Janco,218730178,1051f30e-1134-4b24-8d48-73da9102f36c,2023-02-12 14:34:10,363
Santa Cruz,Andrés Ibañez,Santa Cruz de la Sierra,Santa Cruz,,,,,,Municipio,,2023-02-12 00:00:00,Mañana,María Rosa,María Ruth,,218730221,8cbf6d18-f35d-4286-9452-809a45be300b,2023-02-12 14:34:29,364
Santa Cruz,Andrés Ibañez,Santa Cruz de la Sierra,Santa Cruz,,DM 7,,,15 de agosto,Municipio,,2023-02-12 00:00:00,Mañana,,,Dr romina,218730240,685cf2c7-1b40-4971-a430-18af3c5c5bde,2023-02-12 14:34:34,365
Santa Cruz,Andrés Ibañez,Santa Cruz de la Sierra,Santa Cruz,,DM 5,,71A,Melchor Pinto,Municipio,,2023-02-12 00:00:00,Mañana,,,,218730254,22fb54fe-8c1b-4a2a-b54a-23ccdc9a9e40,2023-02-12 14:34:37,366
Santa Cruz,Andrés Ibañez,Santa Cruz de la Sierra,Santa Cruz,,DM 5,,Calle 4,,Municipio,,2023-02-12 00:00:00,,,,,218730263,c3a38fff-493c-44db-96d6-7ee37c36079d,2023-02-12 14:34:40,367
Santa Cruz,Andrés Ibañez,Santa Cruz de la Sierra,Santa Cruz,,DM 7,,99,16 de julio,Municipio,,2023-02-12 00:00:00,Mañana,Gary Nuñez,,,218730282,faaec6ea-a2f5-4fbd-b6ea-a124c08354d8,2023-02-12 14:34:49,368
Santa Cruz,Andrés Ibañez,Santa Cruz de la Sierra,Santa Cruz,,DM 6,,,Barrio Venezuela,Otro,,2023-02-12 00:00:00,Mañana,Liseth Flores,Shasmira Colque Janco,Karen Dury,218730284,8ff189ba-c5d6-45f0-b81e-6dd78a3fd123,2023-02-12 14:34:49,369
Santa Cruz,Andrés Ibañez,Santa Cruz de la Sierra,Santa Cruz,,DM 7,,81,Sanitario sur,Municipio,,2023-02-12 00:00:00,,,,,218730286,308e54f5-ad54-49ce-870b-c5b8d547875c,2023-02-12 14:34:52,370
Santa Cruz,Andrés Ibañez,Santa Cruz de la Sierra,Santa Cruz,,DM 5,,,,Municipio,,2023-02-12 00:00:00,Mañana,Victoria Lopez,,Dr Juan Carlos Janco Dr Felix Choque,218730294,f9de917e-2c27-44ac-b5db-d697c7e847a1,2023-02-12 14:35:00,371
Santa Cruz,Andrés Ibañez,Santa Cruz de la Sierra,Santa Cruz,,DM 7,,,,Municipio,,2023-02-12 00:00:00,,,,,218730301,cb2448f4-f0bd-48ea-92fa-b5118d3cdbdc,2023-02-12 14:35:04,372
Santa Cruz,Andrés Ibañez,Santa Cruz de la Sierra,Santa Cruz,,DM 6,,,,Municipio,,2023-02-12 00:00:00,Mañana,Kely ortiz,Karen duri,Karen duri,218730318,114a742b-12b7-4b44-b7c3-2db83bf2ec99,2023-02-12 14:35:09,373
Santa Cruz,Andrés Ibañez,Santa Cruz de la Sierra,Santa Cruz,6,DM 6,,153,Juan Carlos verlardes,Municipio,,2023-02-12 00:00:00,Mañana,Karen duri,,,218730321,9801b322-951a-481b-b81f-b2652824889c,2023-02-12 14:35:13,374
Santa Cruz,Andrés Ibañez,Santa Cruz de la Sierra,Santa Cruz,,DM 7,,,,Municipio,,2023-02-12 00:00:00,,,,,218730341,02246091-56c6-41d7-ae66-503b74081598,2023-02-12 14:35:28,375
Santa Cruz,Andrés Ibañez,Santa Cruz de la Sierra,Santa Cruz,,,,,,Municipio,,2023-02-12 00:00:00,Mañanas,,,Dr romina,218730349,639fc35f-064c-4062-9540-8f7d9e751063,2023-02-12 14:35:32,376
Santa Cruz,Andrés Ibañez,Santa Cruz de la Sierra,Santa Cruz,,DM 7,,,,Municipio,,2023-02-12 00:00:00,Mañana,,,,218730358,932eecaf-c87d-40a1-b6c6-3b60a7c08fd7,2023-02-12 14:35:36,377
