Departamento:,Provincia:,Municipio:,Ciudad/localidad:,Distrito:,Distrito municipal:,DM Otro:,UV:,Barrio:,Institución:,Otro:,Fecha:,Turno:,Técnico 1:,Técnico 2:,Supervisor:,_id,_uuid,_submission_time,_index
Santa Cruz,Andrés Ibañez,Santa Cruz de la Sierra,Santa Cruz,,DM 5,,,,Municipio,,2023-02-12 00:00:00,Mañana,,,Lourdes montaño,218733903,d54ed2dd-b856-441f-9202-3ae5552e49b9,2023-02-12 15:03:20,659
Santa Cruz,Andrés Ibañez,Santa Cruz de la Sierra,Santa Cruz,,,,,,Municipio,,2023-02-12 00:00:00,,,,,218733906,d0c66ef2-d230-4aea-8885-6162f632372c,2023-02-12 15:03:22,660
Santa Cruz,Andrés Ibañez,Santa Cruz de la Sierra,Santa Cruz,,,,,,Municipio,,2023-02-12 00:00:00,,,,Lourdes Montaño,218733916,f6268c21-c426-45e8-a26c-e04505ab7d02,2023-02-12 15:03:29,661
Santa Cruz,Andrés Ibañez,Santa Cruz de la Sierra,Santa Cruz,,DM 5,,,,Municipio,,2023-02-12 00:00:00,Mañana,,,Juan cruz,218733920,06d269e7-920f-4338-b05a-a3930f8b045f,2023-02-12 15:03:33,662
Santa Cruz,Andrés Ibañez,Santa Cruz de la Sierra,Santa Cruz,,DM 5,,,,Municipio,,2023-02-12 00:00:00,Mañana,Nicole Sanchez,Jhaly Soliz,Supervisores  Dra. Georgeli Fernandez  Dra. Lurdes montaño Tecnico Lic.  yovana florez mendoza,218733922,2396511d-e757-42f7-bfa5-2284bb0f9013,2023-02-12 15:03:33,663
Santa Cruz,Andrés Ibañez,Santa Cruz de la Sierra,Santa Cruz,5,DM 10,,,,Municipio,,2023-02-12 00:00:00,Mañana,Marcelo Miranda,,Juan cruz,218733923,43ddc7b8-84ee-4845-a174-7ae89d7748bf,2023-02-12 15:03:34,664
Santa Cruz,Andrés Ibañez,Santa Cruz de la Sierra,Santa Cruz,,DM 7,,,,Municipio,,2023-02-12 00:00:00,Mañana,,,Ronald Willy villarroel,218733924,7b432c19-e11b-459a-98c3-6acecb915e67,2023-02-12 15:03:35,665
Santa Cruz,Andrés Ibañez,Santa Cruz de la Sierra,Santa Cruz,5,DM 5,,,,Otro,,2023-02-12 00:00:00,Mañana,Lic. Yo vana flores,,Dra. Georeli fernandez,218733930,2d967966-069a-424a-b650-2f890b0c3383,2023-02-12 15:03:37,666
Santa Cruz,Andrés Ibañez,Santa Cruz de la Sierra,Santa Cruz,,DM 5,,79,Cre,Municipio,,2023-02-12 00:00:00,Malnaa,,,,218733937,fbea8550-d113-4ade-bdbe-fa0f1b74a1a5,2023-02-12 15:03:40,667
Santa Cruz,Andrés Ibañez,Santa Cruz de la Sierra,Santa Cruz,Distrito 7,DM 7,,Uv 226,San José,Municipio,,2023-02-12 00:00:00,Mañana,,,1. Ruzan Soto 2. Ronald Villarroel,218733947,88e423a4-3958-481e-9b45-86cc6adc1c85,2023-02-12 15:03:44,668
Santa Cruz,Andrés Ibañez,Santa Cruz de la Sierra,Santa Cruz,,DM 7,,226,San  Jose,Municipio,,2023-02-12 00:00:00,Mañana,,,Ruzan Soto,218733950,eb3fc843-1059-4874-be67-3f993dda3813,2023-02-12 15:03:47,669
Santa Cruz,Andrés Ibañez,Santa Cruz de la Sierra,Santa Cruz,15 de diciembre,DM 5,,195,15 de diciembre,Municipio,,2023-02-12 00:00:00,Mañana,,1,,218733980,01e5fa04-26a0-4fee-8a07-df2418e3cf08,2023-02-12 15:04:03,670
Santa Cruz,Andrés Ibañez,Santa Cruz de la Sierra,Santa Cruz,,DM 7,,S/n,6 de febrero,Municipio,,2023-02-12 00:00:00,Dia,,,,218733981,a9f22a19-ff29-4d68-bfe0-ec8b7b7fbdab,2023-02-12 15:04:05,671
Santa Cruz,Andrés Ibañez,Santa Cruz de la Sierra,Santa Cruz,7,DM 7,,100,Banzer,SEDES,,2023-02-12 00:00:00,Mañam,Fabiola picha Mamani,Fabiola picha Mamani,Soledad Quispe,218733994,6c06a7c4-2b55-4c7b-b4d6-93e4e6fba7cd,2023-02-12 15:04:12,672
Santa Cruz,Andrés Ibañez,Santa Cruz de la Sierra,Santa Cruz,,DM 7,,85,Carlos moya,Municipio,,2023-02-12 00:00:00,Mañana,,,Doctor Flores,218734007,9d91aa81-d744-4e57-855e-4257e0cb5fe4,2023-02-12 15:04:15,673
Santa Cruz,Andrés Ibañez,Santa Cruz de la Sierra,Santa Cruz,,DM 7,,,Robles,Municipio,,2023-02-12 00:00:00,Mañana,,,1 Ruzan Soleto 2 Ronald virraroel,218734008,172df19f-eaf8-4b16-859b-a5bfbc11b182,2023-02-12 15:04:15,674
Santa Cruz,Andrés Ibañez,Santa Cruz de la Sierra,Santa Cruz,7,DM 7,,100,Espinalito,Municipio,,2023-02-12 00:00:00,Mañana,Gladys ticona,Nelzy gutierrez,Doctora isabela vallejos,218734014,e8aa61fd-ffcf-4b8f-86ec-8e0d87e9d0bb,2023-02-12 15:04:18,675
Santa Cruz,Andrés Ibañez,Santa Cruz de la Sierra,Santa Cruz,7,DM 7,,94,3 lagunas,Municipio,,2023-02-12 00:00:00,Mañana,,,Dra Romina Escalante,218734027,5274d873-9778-49bd-820c-bfce438838bb,2023-02-12 15:04:25,676
Santa Cruz,Andrés Ibañez,Santa Cruz de la Sierra,Santa Cruz,7,DM 7,,,Monterrey,Municipio,,2023-02-12 00:00:00,Mañana,,,Dra. Camacho dr. Flores,218734055,6d32a856-059d-4957-9120-1f9ec383206f,2023-02-12 15:04:39,677
Santa Cruz,Andrés Ibañez,Santa Cruz de la Sierra,Santa Cruz,6,DM 6,,,Venezuela,Otro,,2023-02-12 00:00:00,Mañana,Liseth Flores,Shasmira Colque Janco,Karen Dury,218734067,443e37c1-ebcd-4d63-aa13-38ecfb2d5718,2023-02-12 15:04:43,678
Santa Cruz,Andrés Ibañez,Santa Cruz de la Sierra,Santa Cruz,,DM 5,,195,,Municipio,,2023-02-12 00:00:00,Mañana,,2,,218734107,d99ca4a5-0593-4bc1-bffb-b0a974b4a0d1,2023-02-12 15:05:11,679
Santa Cruz,Andrés Ibañez,Santa Cruz de la Sierra,Santa Cruz,,DM 7,,,,Municipio,,2023-02-12 00:00:00,Mañna,,,,218734150,6fb51c17-3457-4e0d-843b-6205f012057a,2023-02-12 15:05:22,680
Santa Cruz,Andrés Ibañez,Santa Cruz de la Sierra,Santa Cruz,,DM 5,,79,Cre,Municipio,,2023-02-12 00:00:00,Mañana,,,,218734178,7c4028e9-8ac7-43b6-a6f7-d8fa46c17e48,2023-02-12 15:05:38,681
Santa Cruz,Andrés Ibañez,Santa Cruz de la Sierra,Santa Cruz,,DM 6,,,,Municipio,,2023-02-12 00:00:00,Mañana,Henry Soliz,Karen Calizaya,Karen duri,218734186,7a025ec3-07dc-4f75-a174-e1ba27bfcf96,2023-02-12 15:05:43,682
Santa Cruz,Andrés Ibañez,Santa Cruz de la Sierra,Santa Cruz,7,DM 7,,100,Bazer,SEDES,,2023-02-12 00:00:00,Mañana,Vanessa Aruata,Gleisy Ferreira,Dr. Izabel vallejos,218734190,13268264-7f9a-4016-a66b-75b5e9ed8e65,2023-02-12 15:05:46,683
Santa Cruz,Andrés Ibañez,Santa Cruz de la Sierra,Santa Cruz,5,DM 5,,79,San silvestre,Municipio,,2023-02-12 00:00:00,Mañana,1,,,218734194,52040479-1c42-4bd4-aa61-b64a075d7e06,2023-02-12 15:05:47,684
Santa Cruz,Andrés Ibañez,Santa Cruz de la Sierra,Santa Cruz,,DM 6,,153,Juan Carlos velardes,Municipio,,2023-02-12 00:00:00,Mañana,Karen duri,,,218734231,6ed5d91e-1d6c-456a-a9fa-bf2595d8506f,2023-02-12 15:06:15,685
Santa Cruz,Andrés Ibañez,Santa Cruz de la Sierra,Santa Cruz,5,DM 8,,,,Municipio,,2023-02-12 00:00:00,Mañana,,,Juan cruz,218734240,dc1e23f0-7c80-4eb3-ab97-41814ff90c3b,2023-02-12 15:06:18,686
Santa Cruz,Andrés Ibañez,Santa Cruz de la Sierra,Santa Cruz,7,DM 7,,100,Banzer,SEDES,,2023-02-12 00:00:00,mañana,Dayana Álvarez,Juanita Arce,Isabel Vallejos,218734275,e4a7c1d3-138f-4dca-beb8-ef8ad97598fd,2023-02-12 15:06:30,687
Santa Cruz,Andrés Ibañez,Santa Cruz de la Sierra,Santa Cruz,,DM 5,,79,Nuevo progreso,Municipio,,2023-02-12 00:00:00,Mañana,,,,218734276,66af0a64-39b8-4928-9f8d-c33c7a95e386,2023-02-12 15:06:31,688
Santa Cruz,Andrés Ibañez,Santa Cruz de la Sierra,Santa Cruz,7,DM 7,,94,3 lagunas,Municipio,,2023-02-12 00:00:00,Mañana,,,Dra Romina Escalante,218734278,2a9a56a2-8493-4e71-bb9c-413e111aeb03,2023-02-12 15:06:33,689
Santa Cruz,Andrés Ibañez,Santa Cruz de la Sierra,Santa Cruz,7,DM 7,,,Cochabambita,Municipio,,2023-02-12 00:00:00,12,Mírian rodrigues,María claudia medina Paz,Mariéla alvis,218734283,4b11b56d-8a23-41ed-993d-3ffe11d408d0,2023-02-12 15:06:34,690
Santa Cruz,Andrés Ibañez,Santa Cruz de la Sierra,Santa Cruz,,DM 5,,,San Jorge,Municipio,,2023-02-12 00:00:00,Mañana,Jhaly Soliz,Nicole Sanchez,Supervisores  Dra. Georgeli Fernandez  Dra. Lurdes montaño Tecnico Lic.  yovana florez mendoza,218734293,f27db1cf-ebce-4868-b527-339da85d560c,2023-02-12 15:06:36,691
Santa Cruz,Andrés Ibañez,Santa Cruz de la Sierra,Santa Cruz,,DM 5,,,,Municipio,,2023-02-12 00:00:00,Mañana,,,,218734322,789b7ea1-5d36-4f31-ba77-184d521dace2,2023-02-12 15:06:43,692
Santa Cruz,Andrés Ibañez,Santa Cruz de la Sierra,Santa Cruz,,DM 7,,,Robles,Municipio,,2023-02-12 00:00:00,,,,1:ruzan Soleto 2 Ronald virraroel,218734341,cb551053-28d6-4f80-b083-8e392b562cca,2023-02-12 15:06:46,693
Santa Cruz,Andrés Ibañez,Santa Cruz de la Sierra,Santa Cruz,7,DM 7,,,24 de julio,Municipio,,2023-02-12 00:00:00,,,,,218734373,7f90e13e-a89b-471f-b208-6a50bd4c3072,2023-02-12 15:06:54,694
Santa Cruz,Andrés Ibañez,Santa Cruz de la Sierra,Santa Cruz,,DM 5,,,,Municipio,,2023-02-12 00:00:00,Mañana,,,Juan cruz,218734406,74d818c4-e9f0-4d60-b50d-471997ee4337,2023-02-12 15:07:00,695
Santa Cruz,Andrés Ibañez,Santa Cruz de la Sierra,Santa Cruz,,,,,,Municipio,,2023-02-12 00:00:00,,,,,218734461,70423484-4e58-4803-9991-e236b391ef89,2023-02-12 15:07:12,696
Santa Cruz,Andrés Ibañez,Santa Cruz de la Sierra,Santa Cruz,5,DM 5,,,Vernanos,Municipio,,2023-02-12 00:00:00,Mañana,Victoria lopez,,Supervisores Dr Juan Carlos janco Dr felix choque,218734468,96a275d7-1d17-422b-a4b4-ecb712d7c604,2023-02-12 15:07:19,697
Santa Cruz,Andrés Ibañez,Santa Cruz de la Sierra,Santa Cruz,,DM 7,,226,San  José,Municipio,,2023-02-12 00:00:00,Mañana,,,Ruzan Soto,218734478,a6f29218-95c5-432f-b170-0eb6157f3c5d,2023-02-12 15:07:36,698
Santa Cruz,Andrés Ibañez,Santa Cruz de la Sierra,Santa Cruz,,,,,,Municipio,,2023-02-12 00:00:00,,,,,218734485,a6a85fc5-7975-4f2c-ba8f-ebb6cb8da445,2023-02-12 15:07:40,699
Santa Cruz,Andrés Ibañez,Santa Cruz de la Sierra,Santa Cruz,,DM 7,,,,Municipio,,2023-02-12 00:00:00,,,,,218734497,86c0eaa8-7cfc-4953-8baf-aaaa802efa7b,2023-02-12 15:07:46,700
Santa Cruz,Andrés Ibañez,Santa Cruz de la Sierra,Santa Cruz,5,DM 5,,78,Universitario,Otro,,2023-02-12 00:00:00,Mañana,,,Georgeli Fernandez,218734499,3103764a-c45f-4e85-bf34-e93d54df6088,2023-02-12 15:07:46,701
Santa Cruz,Andrés Ibañez,Santa Cruz de la Sierra,Santa Cruz,,DM 7,,86,Carlos moya,Municipio,,2023-02-12 00:00:00,Mañana,,,,218734502,e7e386e9-6d2d-48de-8ebb-4fe196a0da74,2023-02-12 15:07:46,702
Santa Cruz,Andrés Ibañez,Santa Cruz de la Sierra,Santa Cruz,,,,,,Municipio,,2023-02-12 00:00:00,,,,,218734511,ef6460b0-fedd-4f01-b948-98ce60867c5a,2023-02-12 15:07:51,703
Santa Cruz,Andrés Ibañez,Santa Cruz de la Sierra,Santa Cruz,,DM 7,,98,15 de agosto,Municipio,,2023-02-12 00:00:00,Mañana,,,,218734514,77c34f36-fe62-493a-bea0-7c088cc31f11,2023-02-12 15:07:52,704
Santa Cruz,Andrés Ibañez,Santa Cruz de la Sierra,Santa Cruz,6,DM 6,,153,Juan Carlos velardes,Municipio,,2023-02-12 00:00:00,Mañana,Karen duri,,,218734539,5bf671d0-b029-4404-b921-a4285514bd39,2023-02-12 15:08:05,705
Santa Cruz,Andrés Ibañez,Santa Cruz de la Sierra,Santa Cruz,9,DM 7,,96,Cochabamba,Municipio,,2023-02-12 00:00:00,Mañana,Mariela Alvis,,Miriam Rodríguez,218734544,e693f38a-2342-450b-b430-4ca7a10bd32a,2023-02-12 15:08:09,706
Santa Cruz,Andrés Ibañez,Santa Cruz de la Sierra,Santa Cruz,,DM 7,,94 Mz25,3 lagunas,Municipio,,2023-02-12 00:00:00,,,,Romina Escalante,218734559,01859973-0d8f-48b4-97e3-40759ab70d6c,2023-02-12 15:08:18,707
Santa Cruz,Andrés Ibañez,Santa Cruz de la Sierra,Santa Cruz,,DM 5,,,,Municipio,,2023-02-12 00:00:00,Mañana,,,,218734573,c01166b5-dd8b-4b4f-8160-035337e77335,2023-02-12 15:08:27,708
Santa Cruz,Andrés Ibañez,Santa Cruz de la Sierra,Santa Cruz,,DM 7,,,Robles,Municipio,,2023-02-12 00:00:00,Mañana,,,1 Ruzan Soleto 2 Ronald virraroel,218734574,02deb699-fc36-4ae1-88dc-eb44a4e07651,2023-02-12 15:08:27,709
Santa Cruz,Andrés Ibañez,Santa Cruz de la Sierra,Santa Cruz,5,DM 5,,234,Mirador taitetu,Otro,Salud,2023-02-12 00:00:00,Mañana,Gabriel paz,Isabel potica,,218734593,417d7924-0b5b-4d1e-833d-fe225b5c36b1,2023-02-12 15:08:41,710
Santa Cruz,Andrés Ibañez,Santa Cruz de la Sierra,Santa Cruz,,DM 5,,7,,Municipio,,2023-02-12 00:00:00,Mañana,,,Lourdes Montaño,218734599,1d2753bd-f56e-49a4-bd99-58ac347f993e,2023-02-12 15:08:45,711
Santa Cruz,Andrés Ibañez,Santa Cruz de la Sierra,Santa Cruz,Distrito 7,DM 7,,226,Barrio San José,Municipio,,2023-02-12 00:00:00,Mañana,,,Ronald Willy Villarroel,218734600,4c9c0b77-7712-413e-ad7d-78dd3ed5464b,2023-02-12 15:08:46,712
Santa Cruz,Andrés Ibañez,Santa Cruz de la Sierra,Santa Cruz,85,DM 7,,85,Monterrey,Municipio,,2023-02-12 00:00:00,Mañana,,,Dr bismark,218734640,43605be7-d48f-482f-bb9f-78a1488d65f2,2023-02-12 15:09:04,713
Santa Cruz,Andrés Ibañez,Santa Cruz de la Sierra,Santa Cruz,7,DM 7,,83,San jorge,Municipio,,2023-02-12 00:00:00,Mañana,Mirian rodrigues,M claudia medina,Mariela alvis,218734648,f806eb35-f6ae-4336-a179-34ea70684759,2023-02-12 15:09:07,714
Santa Cruz,Andrés Ibañez,Santa Cruz de la Sierra,Santa Cruz,,DM 5,,334,Policial,Municipio,,2023-02-12 00:00:00,Mañana,,Yoselin Villafuerte,Ana cruz,218734649,d78b86f0-0f1a-4022-8800-27d2298838be,2023-02-12 15:09:07,715
Santa Cruz,Andrés Ibañez,Santa Cruz de la Sierra,Santa Cruz,,DM 7,,85,Carlos moyo,Municipio,,2023-02-12 00:00:00,Mañana,,,Doctor Flores,218734654,dab3a1ea-9948-41e6-ba54-cb1593ff71dd,2023-02-12 15:09:10,716
Santa Cruz,Andrés Ibañez,Santa Cruz de la Sierra,Santa Cruz,6,DM 6,,143,Venezuela,SEDES,,2023-02-12 00:00:00,Mañana,Nabor siles,Sandy Gutierrez,Karen duri,218734669,9e4e0405-d634-4d8d-bc58-ec9873b1b5e6,2023-02-12 15:09:16,717
Santa Cruz,Andrés Ibañez,Santa Cruz de la Sierra,Santa Cruz,,,,,,Municipio,,2023-02-12 00:00:00,Mañana,,,Lourdes Montaño,218734694,89fd352d-f2c6-4451-8fdb-30433f1814ec,2023-02-12 15:09:22,718
Santa Cruz,Andrés Ibañez,Santa Cruz de la Sierra,Santa Cruz,,DM 5,,,,Municipio,,2023-02-12 00:00:00,Mañana,,,,218734708,3942b1d1-5cde-44a0-8d78-c9d5594176dc,2023-02-12 15:09:29,719
Santa Cruz,Andrés Ibañez,Santa Cruz de la Sierra,Santa Cruz,,DM 7,,97,6de febrero,Municipio,,2023-02-12 00:00:00,Dia,,,,218734710,5eb42287-0afa-489c-98c0-75e997eefe3f,2023-02-12 15:09:31,720
Santa Cruz,Andrés Ibañez,Santa Cruz de la Sierra,Santa Cruz,6,DM 6,,,Venezuela,Otro,,2023-02-12 00:00:00,Mañana,Lisseth Flores,Shasmira Colque Janco,Karen Dury,218734740,bd1f34da-2b06-4244-89d7-2896592aa271,2023-02-12 15:09:44,721
Santa Cruz,Andrés Ibañez,Santa Cruz de la Sierra,Santa Cruz,,DM 5,,79,Cre,Municipio,,2023-02-12 00:00:00,,,,,218734747,96d27632-ec21-4145-ad0f-f9108105469a,2023-02-12 15:09:45,722
Santa Cruz,Andrés Ibañez,Santa Cruz de la Sierra,Santa Cruz,5,DM 5,,,Vernanos,Municipio,,2023-02-12 00:00:00,Mañana,Victoria lopez,,Supervisores Dr Juan Carlos jancoDr felix choque,218734749,438dd122-2ff7-431c-8907-427ab5c2e0f7,2023-02-12 15:09:46,723
Santa Cruz,Andrés Ibañez,Santa Cruz de la Sierra,Santa Cruz,7,DM 7,,94,3 lagunas,Municipio,,2023-02-12 00:00:00,Mañana,,,Dr Romina Escalante,218734802,5d7636ad-ceaa-42ad-933f-d13149b13500,2023-02-12 15:10:10,724
Santa Cruz,Andrés Ibañez,Santa Cruz de la Sierra,Santa Cruz,,DM 7,,94MZ25,Cañada,Municipio,,2023-02-12 00:00:00,Mañana,,,Romina Escalante,218734812,73fcad74-884e-4063-9e65-de29c71d1303,2023-02-12 15:10:14,725
Santa Cruz,Andrés Ibañez,Santa Cruz de la Sierra,Santa Cruz,7,DM 7,,100,Banzer,SEDES,,2023-02-12 00:00:00,Mañana,fabiola,Fabiola Picha Mamani,Mercedes maranda,218734815,d3887856-cb1d-44ae-9c27-01e1e050feca,2023-02-12 15:10:16,726
Santa Cruz,Andrés Ibañez,Santa Cruz de la Sierra,Santa Cruz,,DM 5,,79,Nuevo progreso,Municipio,,2023-02-12 00:00:00,Mañana,,,,218734831,d27dca6c-8d48-48c5-817e-ee16ad8db988,2023-02-12 15:10:21,727
Santa Cruz,Andrés Ibañez,Santa Cruz de la Sierra,Santa Cruz,6,DM 6,,153,Juan Carlos verlardes,Municipio,,2023-02-12 00:00:00,Mañana,Karen duri,,,218734833,101b66e1-4636-490f-8cc4-cb3befebd5f4,2023-02-12 15:10:21,728
Santa Cruz,Andrés Ibañez,Santa Cruz de la Sierra,Santa Cruz,5,DM 10,,,,Municipio,,2023-02-12 00:00:00,Mañana,Marcelo Miranda,,Juan cruz,218734848,8ab15475-a3ac-4f74-9ccb-20688e77c86b,2023-02-12 15:10:25,729
Santa Cruz,Andrés Ibañez,Santa Cruz de la Sierra,Santa Cruz,,DM 7,,,San jose,Municipio,,2023-02-12 00:00:00,Mañna,,,,218734882,aa4d63ba-cf86-4786-b9b6-8d863a208ab6,2023-02-12 15:10:37,730
Santa Cruz,Andrés Ibañez,Santa Cruz de la Sierra,Santa Cruz,,DM 7,,100,Banzer,Municipio,,2023-02-12 00:00:00,Mañana,Madeleine,Marlene,Mercedes,218734888,66fd3e0f-c011-437d-a59c-ccc6ff69ce4a,2023-02-12 15:10:39,731
Santa Cruz,Andrés Ibañez,Santa Cruz de la Sierra,Santa Cruz,,DM 7,,98,15 de agosto,Municipio,,2023-02-12 00:00:00,Mañana,,,,218734901,8bea4b23-65bd-4e63-a4e8-f047d6b3899f,2023-02-12 15:10:44,732
Santa Cruz,Andrés Ibañez,Santa Cruz de la Sierra,Santa Cruz,Distrito 7,DM 7,,226,San jose,Municipio,,2023-02-12 00:00:00,,,,Ronald Willy Villarroel,218734933,e97d55f9-d0c7-438e-b2aa-ddbfb55c62ed,2023-02-12 15:11:20,733
Santa Cruz,Andrés Ibañez,Santa Cruz de la Sierra,Santa Cruz,9,DM 7,,96,Cochabamba,Municipio,,2023-02-12 00:00:00,Mañana,Mariela Alvis,,Miriam Rodríguez,218734934,50cca131-8d59-4385-b385-4af29fd839cd,2023-02-12 15:11:22,734
Santa Cruz,Andrés Ibañez,Santa Cruz de la Sierra,Santa Cruz,,,,,,Municipio,,2023-02-12 00:00:00,,,,,218734935,5e4f252b-942b-4420-bd36-780af827f1f0,2023-02-12 15:11:24,735
Santa Cruz,Andrés Ibañez,Santa Cruz de la Sierra,Santa Cruz,,DM 5,,,,Municipio,,2023-02-12 00:00:00,Mañana,,,Juan cruz,218734936,419b22a9-993f-4be0-b4ca-f80b4063d6cb,2023-02-12 15:11:24,736
Santa Cruz,Andrés Ibañez,Santa Cruz de la Sierra,Santa Cruz,,DM 7,,,,Municipio,,2023-02-12 00:00:00,,,,,218734937,78a31b61-2177-4bb6-b6e1-48350f536618,2023-02-12 15:11:28,737
Santa Cruz,Andrés Ibañez,Santa Cruz de la Sierra,Santa Cruz,7,DM 7,,100,Banzer,SEDES,,2023-02-12 00:00:00,mañana,Dayana Álvarez,Juanita Arce,Isabel Vallejos,218734938,fcf42311-3610-4ba2-ac96-b216a7168af4,2023-02-12 15:11:29,738
Santa Cruz,Andrés Ibañez,Santa Cruz de la Sierra,Santa Cruz,,DM 7,,109,Espinalito,Municipio,,2023-02-12 00:00:00,Mañana,Gladys ticona,Nelzy gutierrez,Dr isabela vallejos,218734974,c6f761e8-9bc2-43f8-9d2e-8aff8a01e800,2023-02-12 15:11:48,739
Santa Cruz,Andrés Ibañez,Santa Cruz de la Sierra,Santa Cruz,,DM 5,,195,,Municipio,,2023-02-12 00:00:00,Mañana,,2,,218734980,dabc791a-0b2e-458a-9ee6-38a7ee483b35,2023-02-12 15:12:00,740
Santa Cruz,Andrés Ibañez,Santa Cruz de la Sierra,Santa Cruz,,DM 7,,,,Municipio,,2023-02-12 00:00:00,Mañana,,,1.Ronald Villarroel 2.Ruzan Soto,218734983,c774772c-d9fa-45d1-8564-315d47ee4eed,2023-02-12 15:12:07,741
Santa Cruz,Andrés Ibañez,Santa Cruz de la Sierra,Santa Cruz,,DM 7,,100,Banzer,Municipio,,2023-02-12 00:00:00,Mañana,Madeleine,Marlene,Mercedes,218734984,c1975356-0d74-406b-9701-2abd59065dd7,2023-02-12 15:12:07,742
Santa Cruz,Andrés Ibañez,Santa Cruz de la Sierra,Santa Cruz,5,,,,Progreso,SEDES,,2023-02-12 00:00:00,Mañana,,,,218734989,7e063a21-0d45-486c-a5ae-b9daf9db0321,2023-02-12 15:12:12,743
Santa Cruz,Andrés Ibañez,Santa Cruz de la Sierra,Santa Cruz,7,DM 5,,79A,,SEDES,,2023-02-12 00:00:00,Mañana,,,,218734991,538d917b-1721-4c9b-acf1-926cebba662b,2023-02-12 15:12:12,744
Santa Cruz,Andrés Ibañez,Santa Cruz de la Sierra,Santa Cruz,6,DM 6,,153,Juan Carlos velardes,Municipio,,2023-02-12 00:00:00,Mañana,Karen duri,,,218735011,f92c9e3f-da7b-490a-8ba7-17f774758fbb,2023-02-12 15:12:19,745
Santa Cruz,Andrés Ibañez,Santa Cruz de la Sierra,Santa Cruz,,DM 5,,79,Cre Norte,Municipio,,2023-02-12 00:00:00,Mañana,,,,218735070,dcca5566-3808-48c8-a307-bf3f0c32924f,2023-02-12 15:12:50,746
Santa Cruz,Andrés Ibañez,Santa Cruz de la Sierra,Santa Cruz,,DM 5,,,,Municipio,,2023-02-12 00:00:00,,,,Lourdes Montaño,218735071,7c27af1b-a2df-4b30-b1f1-7a42d1269e86,2023-02-12 15:12:51,747
Santa Cruz,Andrés Ibañez,Santa Cruz de la Sierra,Santa Cruz,,DM 5,,79,Cre,Municipio,,2023-02-12 00:00:00,Mañana,,,Magaly Espinoza,218735072,83d8e452-cef8-40dd-983a-6f8191f2b86f,2023-02-12 15:12:51,748
Santa Cruz,Andrés Ibañez,Santa Cruz de la Sierra,Santa Cruz,7,DM 7,,88,San jorge,Municipio,,2023-02-12 00:00:00,Mañana,Mirian rodrigues,",claudia medina",Mariela alvis,218735080,ffb39dcf-8f42-4ead-8569-8f582d21e1a2,2023-02-12 15:12:59,749
Santa Cruz,Andrés Ibañez,Santa Cruz de la Sierra,Santa Cruz,,DM 7,,85,Carlos moyo,Municipio,,2023-02-12 00:00:00,Mañana,,,Doctor Flores,218735082,2f96d805-0e04-4adc-8a78-9001c0da2646,2023-02-12 15:13:01,750
Santa Cruz,Andrés Ibañez,Santa Cruz de la Sierra,Santa Cruz,5,DM 5,,,,Municipio,,2023-02-12 00:00:00,Mañana,,,Juan cruz,218735086,01e9edff-77c1-45a5-86c6-fc04b4b1d888,2023-02-12 15:13:04,751
Santa Cruz,Andrés Ibañez,Santa Cruz de la Sierra,Santa Cruz,7,DM 7,,,Monterrey,Municipio,,2023-02-12 00:00:00,Mañana,,,Dra. Camacho dr. Flores,218735101,b87b4e1a-5710-4dc8-bc13-16d7b5c670a1,2023-02-12 15:13:14,752
Santa Cruz,Andrés Ibañez,Santa Cruz de la Sierra,Santa Cruz,7,DM 7,,,Cochabambita,Municipio,,2023-02-12 00:00:00,Mañana,Mírian Rodriguez,María Claudia Medina Paz,Mariéla Alviz,218735122,c1806329-3991-43c5-960e-3d09cd601c52,2023-02-12 15:13:25,753
Santa Cruz,Andrés Ibañez,Santa Cruz de la Sierra,Santa Cruz,,DM 6,,,,Municipio,,2023-02-12 00:00:00,Mañana,Keli ortiz,Karen duri,Karen duri,218735127,8e2199e9-7457-497b-8f76-1baaf024229d,2023-02-12 15:13:25,754
Santa Cruz,Andrés Ibañez,Santa Cruz de la Sierra,Santa Cruz,,DM 5,,,,Municipio,,2023-02-12 00:00:00,Mañana,,,Juan cruz,218735163,7ab63005-2022-4e16-aa0d-c905371d795e,2023-02-12 15:13:34,755
Santa Cruz,Andrés Ibañez,Santa Cruz de la Sierra,Santa Cruz,,DM 7,,100,Banzer,Municipio,,2023-02-12 00:00:00,Mañana,Madeleine,Madeleine,Mercedes,218735173,c8d9e89d-6b64-4f98-ae95-b6f861cc65fa,2023-02-12 15:13:41,756
Santa Cruz,Andrés Ibañez,Santa Cruz de la Sierra,Santa Cruz,,DM 7,,94Mz25,3 lagunas,Municipio,,2023-02-12 00:00:00,,,,Romina Escalante,218735176,d2aaa868-7bf2-4e62-b2b4-e01122b5e6fb,2023-02-12 15:13:43,757
Santa Cruz,Andrés Ibañez,Santa Cruz de la Sierra,Santa Cruz,,DM 5,,194,,Municipio,,2023-02-12 00:00:00,Mañana,,Estela -faustina,,218735182,308ed2a8-37a7-4153-bb18-77ffac5c1c07,2023-02-12 15:13:48,758
